,sqft_living,sqft_lot,sqft_basement,bedrooms,floors,zipcode_category,lat,long,waterfront,view,grade,age_renovated,price
14182,1780,8400,700,4,1.0,2,47.5173,-122.385,0,0,7,54.0,473600
14183,2150,4500,0,5,1.5,3,47.5582,-122.388,0,0,8,85.0,490000
14184,1920,9306,920,3,1.0,1,47.3319,-122.267,0,0,7,39.0,245000
14185,1220,11730,0,4,1.0,1,47.3229,-122.283,0,0,7,63.0,199000
14186,2960,5500,520,3,2.0,3,47.6356,-122.402,0,2,10,33.0,1340000
14187,1500,19113,0,3,1.0,2,47.6976,-121.916,0,0,7,39.0,418000
14188,2830,8625,1000,7,1.0,1,47.7493,-122.355,0,0,8,66.0,450000
14189,1580,7000,0,3,2.0,1,47.3659,-122.17,0,0,8,31.0,280000
14190,1230,11601,320,3,1.0,1,47.1955,-121.991,0,0,7,31.0,273000
14191,2910,6338,0,4,2.0,2,47.4804,-122.126,0,0,8,15.0,549000
14192,2370,15512,0,5,2.0,4,47.5555,-122.15,0,0,9,42.0,913888
14193,1930,3500,390,4,1.5,3,47.6167,-122.29,0,0,8,107.0,689888
14194,1780,5043,910,4,1.0,1,47.7045,-122.342,0,0,7,30.0,305000
14195,2760,6850,0,4,2.0,2,47.5346,-122.185,0,0,9,24.0,602500
14196,1620,3640,720,2,1.0,1,47.543,-122.299,0,0,7,94.0,355000
14197,2160,7525,0,3,2.0,3,47.6608,-122.145,0,0,9,37.0,756000
14198,2190,6906,1150,4,1.0,1,47.319,-122.373,0,0,7,46.0,289950
14199,3240,7857,0,3,2.0,3,47.5857,-122.038,0,0,10,29.0,800000
14200,720,3255,0,2,1.0,2,47.6823,-122.348,0,0,6,118.0,403000
14201,1410,1340,40,3,2.0,3,47.6108,-122.113,0,0,8,56.0,350000
14202,2980,5100,610,5,2.0,3,47.6782,-122.299,0,0,10,8.0,1290000
14203,1950,8025,800,5,1.0,3,47.6159,-122.114,0,2,7,63.0,525126
14204,1100,8138,0,3,1.0,2,47.7393,-122.325,0,0,7,74.0,241450
14205,1400,9087,0,3,1.0,1,47.7711,-122.34,0,0,7,69.0,320000
14206,1710,7455,680,4,1.0,1,47.3965,-122.173,0,0,7,48.0,234000
14207,2000,3600,850,5,1.0,2,47.5971,-122.295,0,0,6,36.0,441000
14208,2000,3600,850,5,1.0,2,47.5971,-122.295,0,0,6,36.0,474500
14209,1440,2618,0,3,1.5,2,47.6582,-122.336,0,0,7,117.0,705000
14210,1520,3370,0,4,2.0,3,47.5696,-122.004,0,0,8,29.0,517500
14211,1440,13300,0,4,1.0,2,47.4761,-122.337,0,0,6,75.0,142500
14212,1010,10005,0,2,2.0,2,47.5118,-122.189,0,0,7,42.0,310000
14213,2440,9727,0,4,2.0,3,47.6613,-122.132,0,0,9,36.0,749500
14214,2480,7200,920,5,1.0,1,47.4586,-122.283,0,0,7,24.0,360000
14215,1090,22080,0,3,1.0,1,47.3991,-121.964,0,0,7,56.0,267500
14216,1480,32700,100,3,1.0,1,47.4949,-122.327,0,0,6,81.0,290000
14217,2800,11325,1400,5,1.0,4,47.6166,-122.172,0,0,8,53.0,850000
14218,1820,4500,0,4,1.5,4,47.6429,-122.36,0,0,8,102.0,815000
14219,5840,11652,1430,5,2.0,5,47.5835,-122.202,0,1,11,35.0,2200000
14220,2980,3600,830,4,2.0,5,47.6352,-122.284,0,0,9,24.0,1630000
14221,1220,7300,0,3,1.0,1,47.3341,-122.279,0,0,7,50.0,175000
14222,1830,9758,530,3,1.0,2,47.7107,-122.23,0,0,8,46.0,429950
14223,2900,5505,0,4,2.0,3,47.6063,-122.02,0,0,8,21.0,675000
14224,1940,5980,420,3,1.0,3,47.5476,-122.075,0,0,7,36.0,580000
14225,1750,7800,0,4,1.0,2,47.4791,-122.347,0,0,6,79.0,240000
14226,1850,17808,640,3,1.0,1,47.3631,-122.271,0,0,8,41.0,374000
14227,3220,4400,1040,4,2.0,3,47.6325,-122.394,0,2,9,86.0,862500
14228,1080,6052,0,2,1.0,1,47.3857,-122.215,0,0,6,115.0,140000
14229,3990,18897,900,5,2.0,2,47.7228,-122.31,0,0,8,13.0,740000
14230,920,3600,100,3,1.0,4,47.6386,-122.365,0,0,6,119.0,589000
14231,1290,9760,0,3,1.0,1,47.4265,-122.148,0,0,7,44.0,275000
14232,2090,4196,0,4,2.0,2,47.7453,-122.192,0,0,8,17.0,489900
14233,1900,3366,0,3,2.0,4,47.6679,-122.184,0,0,9,27.0,545000
14234,1360,7132,0,4,1.5,1,47.5054,-122.301,0,0,6,82.0,235000
14235,1000,4000,0,3,1.5,2,47.5523,-122.286,0,0,6,108.0,230000
14236,2170,4080,250,4,2.0,3,47.6124,-122.293,0,0,7,43.0,655000
14237,820,16030,0,2,1.0,1,47.2039,-122.003,0,0,5,100.0,185000
14238,1090,7400,0,3,1.0,1,47.2923,-122.19,0,0,7,61.0,196000
14239,1830,7897,540,3,1.0,3,47.6914,-122.103,0,0,8,37.0,572000
14240,3010,6903,0,4,2.0,2,47.5213,-122.193,0,0,9,22.0,615000
14241,4150,17424,1020,4,1.0,6,47.639,-122.236,0,0,9,23.0,1950000
14242,2930,4320,800,6,2.0,5,47.6295,-122.306,0,0,9,110.0,1230000
14243,1520,5649,0,3,2.0,2,47.7221,-122.162,0,0,7,34.0,375000
14244,1250,9486,0,3,1.0,2,47.4341,-122.446,0,0,6,52.0,295000
14245,2760,6000,530,4,2.0,3,47.6877,-122.295,0,0,7,81.0,760000
14246,1330,7848,0,3,1.0,1,47.4463,-122.127,0,0,8,45.0,347000
14247,1700,5100,200,3,1.5,2,47.679,-122.39,0,0,7,99.0,712000
14248,2050,4000,840,4,1.5,2,47.5799,-122.306,0,0,7,82.0,495000
14249,3140,10437,1100,4,1.0,5,47.5786,-122.229,0,0,8,64.0,925000
14250,2030,4080,190,3,1.5,3,47.6765,-122.308,0,0,7,115.0,775000
14251,2100,7920,700,4,1.5,2,47.5293,-122.371,0,0,6,107.0,429000
14252,1010,12705,0,3,1.0,1,47.3348,-122.303,0,0,7,64.0,229000
14253,1980,113691,0,4,1.0,2,47.5606,-121.853,0,0,7,61.0,400000
14254,2100,8290,0,4,2.0,4,47.5595,-122.129,0,0,8,45.0,625000
14255,840,6654,0,2,1.0,1,47.7319,-122.335,0,0,7,72.0,130000
14256,1690,5080,500,3,1.0,1,47.5312,-122.348,0,0,7,47.0,349000
14257,2140,26600,0,3,1.0,1,47.4066,-122.169,0,0,7,40.0,365000
14258,1810,1988,460,3,2.0,3,47.6513,-122.385,0,0,7,26.0,487500
14259,2600,7210,0,3,2.0,2,47.5123,-122.151,0,0,8,34.0,475000
14260,1650,8400,180,3,1.0,5,47.5766,-122.236,0,0,8,64.0,685000
14261,2460,4800,1230,3,1.0,5,47.6343,-122.282,0,0,7,85.0,960000
14262,4320,7620,1440,5,2.0,3,47.6824,-122.287,0,0,7,9.0,1100000
14263,2600,15000,0,3,2.0,1,47.3719,-122.056,0,0,9,45.0,428000
14264,1930,5790,0,3,2.0,2,47.7733,-122.17,0,0,7,35.0,435000
14265,2190,5400,930,3,1.0,2,47.6737,-122.4,0,2,7,71.0,769950
14266,1420,10980,220,3,1.0,4,47.574,-122.138,0,0,7,69.0,385000
14267,2090,3002,420,3,2.0,2,47.745,-121.984,0,0,7,18.0,352000
14268,2290,14374,0,3,2.0,3,47.5886,-122.074,0,0,8,11.0,622500
14269,2470,11900,180,3,2.0,3,47.641,-122.057,0,0,9,47.0,660000
14270,840,8400,0,3,1.0,1,47.3277,-122.343,0,0,6,64.0,105000
14271,2100,4480,700,2,1.0,2,47.574,-122.372,0,0,7,115.0,420000
14272,1360,11250,0,3,1.0,4,47.5697,-122.177,0,0,7,68.0,499950
14273,3420,22421,1150,6,1.0,4,47.5508,-122.189,0,0,9,75.0,975000
14274,1930,2960,440,3,1.5,4,47.6659,-122.287,0,0,7,94.0,665000
14275,2180,10140,1000,4,1.0,3,47.6822,-122.111,0,0,7,55.0,540000
14276,1670,12056,0,4,1.0,2,47.7418,-122.244,0,0,7,68.0,400000
14277,2720,6427,1070,4,1.0,1,47.4931,-122.354,0,0,8,15.0,469950
14278,3170,9900,0,4,2.0,3,47.6181,-122.147,0,0,8,44.0,777000
14279,1610,6300,600,2,1.0,1,47.554,-122.304,0,0,7,82.0,346500
14280,2370,4950,0,3,2.0,3,47.5465,-122.013,0,0,8,20.0,685000
14281,2590,18980,0,3,1.0,1,47.3839,-122.153,0,0,10,47.0,396500
14282,2850,7130,860,3,2.0,3,47.603,-122.289,0,0,10,43.0,783500
14283,1660,4800,0,4,1.5,2,47.6556,-122.345,0,0,7,101.0,575000
14284,5550,12968,0,4,2.0,2,47.5305,-122.135,0,0,11,18.0,1500000
14285,2200,7620,1070,3,1.0,3,47.7263,-122.363,0,0,7,81.0,515000
14286,2020,6628,770,3,1.0,1,47.4934,-122.332,0,0,7,60.0,300000
14287,1760,9600,0,3,1.0,1,47.4085,-122.195,0,0,7,57.0,272000
14288,1810,4970,0,4,2.0,2,47.5003,-122.156,0,0,7,20.0,355000
14289,1310,8440,0,3,1.0,1,47.5003,-122.269,0,0,6,72.0,223000
14290,3000,8584,0,4,2.0,1,47.369,-122.032,0,0,7,20.0,397000
14291,1080,5000,0,2,1.0,2,47.6826,-122.394,0,0,6,100.0,460000
14292,2170,2738,620,3,1.5,4,47.6389,-122.349,0,0,9,93.0,848000
14293,740,4275,0,2,1.0,3,47.688,-122.308,0,0,6,99.0,392800
14294,5290,224442,750,3,2.0,3,47.6671,-122.051,0,0,11,35.0,1690000
14295,5290,224442,750,3,2.0,3,47.6671,-122.051,0,0,11,35.0,1800000
14296,2370,7878,0,3,2.0,2,47.7281,-122.168,0,0,8,38.0,577000
14297,1890,3330,500,3,1.5,2,47.6597,-122.352,0,0,7,122.0,570000
14298,1160,6134,0,3,1.0,1,47.3414,-122.218,0,0,7,25.0,250000
14299,1550,7350,0,4,1.5,5,47.5795,-122.235,0,0,8,65.0,645000
14300,3090,67082,0,3,2.0,1,47.4032,-122.023,0,0,9,33.0,567500
14301,2610,5240,0,4,2.0,1,47.345,-122.042,0,0,8,19.0,337000
14302,1230,8250,0,3,1.0,1,47.4526,-122.176,0,0,7,57.0,280000
14303,1280,5547,0,3,2.0,1,47.3344,-122.215,0,0,6,38.0,167000
14304,1880,7560,940,2,1.0,2,47.5261,-122.374,0,0,6,104.0,280000
14305,1220,8409,0,2,1.0,2,47.7534,-122.324,0,0,6,75.0,317500
14306,1350,1252,230,2,2.0,2,47.522,-122.39,0,0,8,17.0,405500
14307,2370,15336,0,4,2.0,2,47.5633,-121.901,0,0,8,28.0,495000
14308,3040,11651,0,4,2.0,3,47.6348,-122.038,0,0,10,36.0,691000
14309,2080,217800,0,5,1.0,2,47.3884,-122.404,0,0,7,60.0,480000
14310,1560,4141,680,2,1.0,2,47.6863,-122.382,0,0,7,81.0,549010
14311,2980,5809,0,5,2.0,3,47.5537,-121.996,0,2,8,18.0,750000
14312,870,5689,0,2,1.0,2,47.6988,-122.351,0,0,7,75.0,365000
14313,1660,10716,560,3,1.0,2,47.7326,-122.234,0,0,7,35.0,412500
14314,1870,9000,430,3,1.0,2,47.7373,-122.198,0,0,7,45.0,425000
14315,1410,9656,450,3,1.0,5,47.6354,-122.208,0,0,7,70.0,920000
14316,2180,8000,550,4,1.0,1,47.317,-122.378,0,0,9,48.0,340000
14317,2620,8960,1100,4,1.0,1,47.7642,-122.335,0,0,7,68.0,405000
14318,2450,7051,580,3,1.0,2,47.5308,-122.171,0,0,8,33.0,537100
14319,3250,4650,0,4,2.0,1,47.4004,-122.203,0,0,8,16.0,353500
14320,1150,7080,0,3,1.0,2,47.7106,-122.288,0,0,7,71.0,522000
14321,2780,6978,0,4,2.0,3,47.6881,-122.04,0,0,8,22.0,710000
14322,1360,13320,0,3,1.0,2,47.4625,-122.069,0,0,7,38.0,329950
14323,2810,14207,1270,5,1.0,3,47.5742,-122.11,0,3,9,44.0,830000
14324,1780,11130,0,4,1.0,4,47.5931,-122.178,0,0,8,61.0,800500
14325,1100,10125,0,3,1.0,1,47.367,-122.107,0,0,7,54.0,168500
14326,2230,5348,0,3,2.0,2,47.5347,-121.866,0,0,8,23.0,490000
14327,1710,1904,570,3,2.0,3,47.5827,-122.387,0,0,8,20.0,579000
14328,2620,9873,0,4,2.0,3,47.5822,-122.051,0,0,8,36.0,600000
14329,1990,4725,800,4,1.5,2,47.5275,-122.38,0,0,7,79.0,445000
14330,1450,8450,0,4,1.0,3,47.5289,-122.028,0,0,7,63.0,362500
14331,1630,9010,580,4,1.0,1,47.317,-122.196,0,0,7,48.0,234000
14332,730,1942,0,1,1.0,2,47.5939,-122.299,0,0,7,15.0,321500
14333,1980,3300,840,3,1.5,3,47.6733,-122.298,0,0,7,97.0,660000
14334,1730,36356,0,4,1.5,1,47.4135,-122.199,0,0,6,69.0,319000
14335,1350,217852,250,3,1.0,1,47.2628,-122.03,0,0,8,70.0,314000
14336,1410,5000,670,3,1.0,2,47.6752,-122.361,0,0,7,115.0,517950
14337,2360,10081,1180,5,1.0,4,47.5552,-122.178,0,0,7,62.0,525000
14338,1190,8450,0,3,1.0,2,47.4807,-122.157,0,0,6,62.0,319500
14339,3760,10920,1360,4,1.5,4,47.6687,-122.264,0,0,9,73.0,1580000
14340,1220,12426,0,1,1.0,1,47.4047,-122.331,0,4,6,77.0,325000
14341,2920,32219,0,4,2.0,3,47.7439,-122.041,0,0,10,28.0,795000
14342,1590,5136,270,2,1.5,3,47.6424,-122.411,0,3,9,96.0,850000
14343,3510,10930,0,5,2.0,4,47.6914,-122.21,0,0,9,10.0,1010000
14344,1320,1310,0,3,3.0,2,47.6719,-122.38,0,0,8,17.0,475000
14345,1610,11250,520,3,1.0,2,47.7391,-122.256,0,0,7,48.0,375000
14346,1410,8053,0,3,1.0,3,47.704,-122.367,0,0,7,72.0,405000
14347,2170,10500,600,4,1.0,2,47.7512,-122.295,0,0,7,61.0,420000
14348,1890,4800,500,4,1.5,4,47.6405,-122.367,0,0,7,117.0,775000
14349,3260,5000,0,4,2.0,3,47.5395,-121.997,0,0,9,16.0,800000
14350,2080,12714,540,3,2.0,3,47.7056,-122.162,0,0,8,39.0,436800
14351,2040,4005,300,3,1.5,2,47.6885,-122.38,0,0,8,93.0,620000
14352,1250,9035,0,3,1.0,1,47.275,-122.302,0,0,7,53.0,230000
14353,850,8050,0,1,1.0,2,47.5427,-122.288,0,0,6,117.0,165000
14354,850,8050,0,1,1.0,2,47.5427,-122.288,0,0,6,117.0,490000
14355,1600,8400,0,3,1.0,4,47.5479,-122.179,0,0,8,60.0,480000
14356,2400,6975,0,3,2.0,2,47.534,-122.179,0,0,9,30.0,570000
14357,1870,4894,120,3,2.0,4,47.6943,-122.19,0,0,8,31.0,615000
14358,1720,9605,860,3,1.0,2,47.7439,-122.242,0,0,7,54.0,280000
14359,1030,9834,0,3,1.0,2,47.7676,-122.164,0,0,7,54.0,326000
14360,1190,1499,90,2,2.0,4,47.6666,-122.285,0,0,9,19.0,550700
14361,910,2002,0,2,1.5,5,47.6188,-122.306,0,0,6,123.0,600000
14362,1290,47044,140,3,1.0,3,47.5655,-121.998,0,0,7,55.0,450000
14363,1530,1324,250,2,2.0,3,47.6032,-122.311,0,0,8,13.0,546000
14364,2330,33750,0,3,2.0,2,47.4787,-121.723,0,0,9,22.0,585000
14365,2090,7667,890,3,1.0,3,47.7007,-122.312,0,2,7,71.0,489000
14366,1570,7000,520,3,2.0,3,47.6061,-122.286,0,2,8,52.0,765000
14367,1560,26099,0,3,1.0,2,47.5023,-122.467,0,3,8,50.0,519000
14368,1500,4120,620,2,1.5,1,47.4857,-122.2,0,0,5,95.0,262000
14369,2160,5005,730,4,1.0,3,47.6971,-122.302,0,0,7,36.0,550000
14370,780,5000,0,2,1.0,1,47.5112,-122.357,0,0,6,80.0,285000
14371,2340,17541,980,4,1.0,2,47.745,-122.229,0,0,7,67.0,476000
14372,3570,30456,1500,3,1.0,6,47.6413,-122.24,0,1,8,41.0,2200000
14373,720,5100,0,1,1.0,2,47.6821,-122.38,0,0,6,116.0,335000
14374,2990,102366,0,4,1.0,1,47.3068,-122.088,0,0,8,49.0,510000
14375,1860,13939,0,3,1.0,1,47.3746,-122.217,0,0,7,62.0,291000
14376,1950,13440,0,4,1.5,2,47.5232,-121.821,0,0,6,92.0,335000
14377,1860,9003,370,3,1.0,2,47.7624,-122.26,0,0,7,68.0,415000
14378,1550,6039,720,3,1.0,2,47.5436,-122.378,0,0,7,81.0,430000
14379,1610,6205,400,3,1.0,1,47.3004,-122.383,0,0,7,44.0,270000
14380,1810,4500,830,3,1.0,2,47.681,-122.359,0,0,7,117.0,760000
14381,1730,4248,0,2,2.0,2,47.5933,-122.308,0,0,7,118.0,450000
14382,1230,23522,0,3,1.0,2,47.515,-122.162,0,0,7,45.0,425000
14383,2130,3420,400,4,1.5,2,47.649,-122.336,0,0,7,107.0,725000
14384,2190,11060,580,3,1.0,4,47.6893,-122.208,0,0,7,50.0,700000
14385,4130,10404,0,5,2.0,3,47.5556,-122.03,0,0,10,19.0,998000
14386,1680,9766,0,3,2.0,2,47.7341,-121.981,0,0,7,34.0,396000
14387,1480,8381,0,3,1.0,2,47.7078,-122.288,0,0,7,55.0,547000
14388,1790,10200,580,4,1.0,1,47.3774,-122.225,0,0,8,60.0,302000
14389,2810,2700,910,5,2.0,2,47.6799,-122.363,0,0,9,113.0,999000
14390,2360,10000,380,4,1.0,2,47.573,-122.374,0,3,8,46.0,633000
14391,1460,7361,0,3,1.0,2,47.7436,-121.979,0,0,6,41.0,265800
14392,2160,8114,700,3,1.0,1,47.7176,-122.35,0,0,8,63.0,530000
14393,2610,9132,1290,6,1.0,3,47.622,-122.14,0,0,8,58.0,605000
14394,2170,4587,0,4,2.0,2,47.5396,-121.889,0,0,7,17.0,489000
14395,2160,12960,800,2,1.0,1,47.4702,-122.261,0,0,7,55.0,305000
14396,2020,7070,1010,4,1.0,2,47.5202,-122.378,0,0,7,65.0,513000
14397,2980,5000,0,4,2.0,3,47.5431,-121.997,0,0,10,17.0,765000
14398,1300,2970,310,2,1.0,4,47.6233,-122.319,0,0,7,120.0,550000
14399,3090,10730,670,4,2.0,4,47.5458,-122.141,0,0,8,38.0,974350
14400,2280,7229,0,4,2.0,3,47.5609,-122.081,0,0,8,39.0,653675
14401,1260,8614,0,3,1.0,1,47.3586,-122.056,0,0,7,38.0,245000
14402,1530,4387,510,2,1.0,3,47.6726,-122.264,0,0,8,71.0,700180
14403,1830,8133,440,3,1.0,2,47.7478,-122.247,0,0,8,27.0,510000
14404,1610,10292,420,3,1.0,2,47.5349,-122.174,0,0,7,54.0,390000
14405,2170,5500,0,3,2.0,3,47.5975,-122.018,0,0,8,23.0,606500
14406,5020,26319,0,4,2.0,3,47.6008,-122.01,0,0,12,25.0,1500000
14407,1620,7772,0,3,2.0,1,47.3521,-122.302,0,0,8,35.0,290000
14408,1080,7942,0,3,1.0,1,47.3141,-122.355,0,0,7,42.0,115000
14409,1940,37565,0,3,1.0,3,47.4801,-122.063,0,0,8,36.0,500000
14410,2360,4638,0,3,2.0,3,47.6837,-122.321,0,3,9,27.0,580050
14411,2010,2261,620,3,2.0,3,47.5514,-121.998,0,0,8,9.0,550000
14412,800,3060,0,3,1.5,2,47.6769,-122.389,0,0,6,120.0,465000
14413,970,5922,0,3,1.5,2,47.719,-122.321,0,0,7,74.0,354950
14414,3720,7150,0,4,2.0,3,47.5359,-122.069,0,2,11,16.0,980000
14415,2010,7447,0,3,2.0,2,47.747,-122.248,0,0,8,38.0,500000
14416,1430,4080,0,4,1.5,4,47.6696,-122.324,0,0,7,99.0,667750
14417,2250,11520,0,3,1.0,2,47.7619,-122.268,0,1,8,67.0,735000
14418,2130,8742,800,3,1.0,1,47.5057,-122.231,0,3,7,68.0,361000
14419,1620,12482,330,3,1.0,1,47.3584,-122.086,0,0,7,34.0,276750
14420,3140,3680,830,4,2.0,3,47.5319,-122.076,0,0,10,14.0,760000
14421,870,7975,0,2,1.0,2,47.6698,-122.361,0,2,7,77.0,475000
14422,1820,8217,700,4,1.0,1,47.263,-122.242,0,0,7,36.0,234000
14423,1510,9153,0,3,1.0,1,47.3412,-122.273,0,0,7,49.0,234950
14424,1320,7540,0,2,1.0,1,47.3634,-122.052,0,0,7,55.0,269950
14425,1800,7318,0,3,2.0,3,47.5747,-122.008,0,0,8,34.0,495000
14426,1120,6380,0,2,1.0,3,47.6951,-122.316,0,0,7,29.0,438000
14427,2160,22702,0,3,1.0,2,47.7355,-121.982,0,0,7,42.0,260000
14428,3220,6399,0,4,2.0,3,47.5883,-121.991,0,0,9,19.0,697000
14429,960,5000,0,2,1.0,2,47.5188,-122.372,0,0,6,72.0,212625
14430,2640,4400,800,5,1.5,3,47.605,-122.3,0,0,7,98.0,593000
14431,2430,7243,0,4,2.0,1,47.3533,-122.016,0,0,8,20.0,410000
14432,1470,7137,450,2,1.0,2,47.7008,-122.352,0,0,7,82.0,445434
14433,2040,15463,700,3,1.0,1,47.3334,-122.322,0,0,8,55.0,200126
14434,1670,6666,0,3,2.0,1,47.3488,-122.033,0,0,7,31.0,290700
14435,1010,7515,0,4,1.0,1,47.4174,-122.316,0,0,6,68.0,248000
14436,540,10125,0,1,1.0,3,47.7739,-122.358,0,0,5,62.0,345000
14437,1240,4800,440,3,1.0,2,47.6563,-122.353,0,0,7,72.0,525000
14438,1510,8385,0,3,1.0,2,47.7279,-122.195,0,0,7,55.0,400000
14439,1820,5750,700,3,1.0,3,47.5773,-122.383,0,0,7,105.0,532000
14440,1000,5026,240,2,1.0,1,47.297,-122.225,0,0,5,108.0,159995
14441,2040,11772,1010,5,1.0,2,47.5015,-122.166,0,0,7,60.0,287000
14442,3690,11191,1500,4,1.0,3,47.6434,-122.412,0,3,10,72.0,1120000
14443,2310,11993,0,3,2.0,4,47.5438,-122.139,0,0,9,35.0,765000
14444,1090,9605,0,3,1.0,1,47.3609,-122.028,0,0,6,54.0,185000
14445,1150,3000,0,3,1.0,2,47.6867,-122.345,0,0,6,117.0,430000
14446,2100,3916,0,4,2.0,1,47.4324,-122.185,0,0,8,14.0,346000
14447,2150,16728,910,4,1.0,4,47.6915,-122.183,0,0,8,41.0,607000
14448,2500,6000,770,3,1.5,1,47.5297,-122.354,0,0,7,39.0,417000
14449,3530,9385,0,5,1.5,2,47.5774,-122.285,0,0,9,98.0,930000
14450,1290,6600,420,2,1.0,2,47.531,-122.39,0,2,7,72.0,573300
14451,2010,10816,600,4,1.0,1,47.5048,-122.251,0,0,7,68.0,260000
14452,420,6720,0,1,1.0,1,47.552,-122.311,0,0,5,101.0,280000
14453,2180,4000,0,4,2.0,3,47.6186,-122.288,0,0,8,18.0,825000
14454,1150,8184,0,4,1.5,2,47.7431,-122.319,0,0,6,76.0,307000
14455,2000,5100,870,4,1.0,2,47.6798,-122.391,0,0,7,74.0,595000
14456,2780,7786,1390,5,1.0,3,47.6694,-122.157,0,0,8,57.0,528000
14457,1550,7764,0,2,1.0,2,47.358,-122.446,1,4,8,37.0,600000
14458,2180,12875,700,2,1.0,1,47.3757,-122.303,0,0,7,64.0,275000
14459,1570,3600,250,2,1.5,4,47.6366,-122.363,0,2,7,117.0,782000
14460,2260,33042,600,3,1.0,3,47.7634,-122.086,0,0,9,37.0,610000
14461,1600,3200,0,3,1.5,2,47.653,-122.331,0,0,7,114.0,488000
14462,1630,5000,700,3,1.0,1,47.5497,-122.295,0,0,7,69.0,320000
14463,890,4810,0,3,1.0,2,47.5153,-122.266,0,0,6,113.0,153500
14464,1350,9450,0,3,1.0,2,47.7186,-122.236,0,0,7,44.0,414500
14465,2850,11860,0,5,1.0,2,47.7503,-122.28,0,0,9,72.0,750000
14466,1350,165092,0,3,1.0,1,47.2217,-122.063,0,3,6,98.0,349990
14467,3280,79279,0,3,1.0,1,47.3207,-122.293,0,0,10,22.0,645000
14468,1090,6000,0,2,1.0,2,47.5886,-122.292,0,0,7,101.0,425000
14469,2990,9374,0,4,2.0,3,47.6287,-122.024,0,0,9,20.0,785000
14470,1340,63597,0,3,1.0,1,47.4379,-122.011,0,0,7,60.0,290000
14471,1340,63597,0,3,1.0,1,47.4379,-122.011,0,0,7,60.0,415000
14472,720,5160,0,2,1.0,1,47.5274,-122.357,0,0,6,74.0,248500
14473,2330,8627,850,3,1.0,1,47.4543,-122.21,0,0,7,43.0,325000
14474,1280,5728,0,2,1.5,2,47.7477,-122.232,0,0,6,82.0,272925
14475,1570,1269,290,2,2.0,3,47.6514,-122.385,0,0,9,8.0,500000
14476,1510,5500,0,4,1.5,1,47.535,-122.359,0,0,7,103.0,250000
14477,2470,8536,0,4,2.0,2,47.7699,-122.292,0,0,8,21.0,470000
14478,1190,3400,200,2,1.0,2,47.5539,-122.268,0,0,7,106.0,440000
14479,1981,4828,0,4,2.0,1,47.3252,-122.167,0,0,8,10.0,299999
14480,1590,7810,0,3,1.0,1,47.2932,-122.22,0,0,7,64.0,255000
14481,1150,7700,0,3,1.0,3,47.6048,-122.121,0,0,7,66.0,415950
14482,2160,7200,940,5,1.5,2,47.5576,-122.273,0,0,7,68.0,402000
14483,1770,30689,0,3,1.0,3,47.7648,-122.37,0,4,9,70.0,729000
14484,2470,8840,690,2,2.0,1,47.5693,-122.301,0,0,8,22.0,635000
14485,1710,8998,0,3,2.0,3,47.7236,-122.11,0,0,8,41.0,479000
14486,1860,2670,0,2,2.0,4,47.5436,-122.187,0,0,8,37.0,462370
14487,1150,6480,0,3,1.5,1,47.2642,-122.258,0,0,5,77.0,171500
14488,3850,9457,940,5,2.0,3,47.727,-122.362,0,0,9,60.0,925000
14489,3410,9600,1540,5,1.0,3,47.6358,-122.103,0,0,8,55.0,675000
14490,1890,43560,0,4,1.0,1,47.3267,-122.166,0,0,8,49.0,320000
14491,3200,43560,0,5,2.0,2,47.475,-122.093,0,0,7,34.0,499950
14492,2170,65340,500,5,1.5,2,47.7555,-122.204,0,0,7,93.0,435000
14493,2390,6426,0,4,2.0,1,47.2586,-122.221,0,0,9,24.0,359800
14494,1410,7566,0,3,1.0,1,47.3674,-122.182,0,0,7,38.0,239900
14495,740,4459,0,2,1.0,3,47.5704,-122.409,0,2,5,108.0,295000
14496,2150,25705,0,3,1.5,1,47.4514,-122.089,0,0,6,14.0,380000
14497,2180,6500,770,4,2.0,2,47.5365,-122.37,0,0,7,78.0,435000
14498,820,5040,0,2,1.0,3,47.6498,-122.388,0,0,7,70.0,508000
14499,5480,10800,1050,6,2.0,4,47.6307,-122.367,0,3,9,24.0,2400000
14500,1960,7875,740,4,1.0,1,47.3427,-122.274,0,0,7,45.0,234500
14501,1270,3200,310,2,1.0,2,47.6565,-122.348,0,0,7,103.0,355000
14502,1710,5200,680,3,1.0,1,47.3651,-122.094,0,0,7,46.0,230000
14503,1930,9000,780,3,1.0,2,47.4539,-122.348,0,1,7,72.0,345000
14504,1200,4500,0,3,1.0,1,47.5553,-122.316,0,0,7,117.0,430000
14505,1680,17409,0,3,1.0,4,47.6766,-122.176,0,0,7,61.0,500000
14506,1300,6075,0,4,1.0,1,47.773,-122.349,0,0,7,69.0,378000
14507,1540,3237,0,3,2.0,2,47.5299,-121.878,0,0,7,24.0,345000
14508,870,4000,0,2,1.0,2,47.5657,-122.376,0,0,6,82.0,410000
14509,1890,5400,280,2,2.0,4,47.6688,-122.31,0,0,8,118.0,750000
14510,2050,8913,720,4,1.0,3,47.6735,-122.151,0,0,7,55.0,485000
14511,880,18109,0,3,1.0,1,47.3634,-122.101,0,0,6,53.0,105000
14512,2780,4000,820,3,2.0,2,47.6565,-122.355,0,2,8,119.0,1030000
14513,1160,10988,0,3,1.0,4,47.6818,-122.165,0,0,7,58.0,360000
